NN_N100_3_0001Freq_Towd,NN_N100_3_0001AmpV_Towd,NN_N100_3_0001Phase_Towd,NN_N100_3_0003Freq_Towd,NN_N100_3_0003AmpV_Towd,NN_N100_3_0003Phase_Towd,NN_N100_3_0005Freq_Towd,NN_N100_3_0005AmpV_Towd,NN_N100_3_0005Phase_Towd,NN_N100_3_0007Freq_Towd,NN_N100_3_0007AmpV_Towd,NN_N100_3_0007Phase_Towd,NN_N100_3_0009Freq_Towd,NN_N100_3_0009AmpV_Towd,NN_N100_3_0009Phase_Towd,NN_N100_3_0011Freq_Towd,NN_N100_3_0011AmpV_Towd,NN_N100_3_0011Phase_Towd,NN_N100_3_0013Freq_Towd,NN_N100_3_0013AmpV_Towd,NN_N100_3_0013Phase_Towd,NN_N100_3_0015Freq_Towd,NN_N100_3_0015AmpV_Towd,NN_N100_3_0015Phase_Towd,NN_N100_3_0017Freq_Towd,NN_N100_3_0017AmpV_Towd,NN_N100_3_0017Phase_Towd,NN_N100_3_0019Freq_Towd,NN_N100_3_0019AmpV_Towd,NN_N100_3_0019Phase_Towd,NN_N100_3_0021Freq_Towd,NN_N100_3_0021AmpV_Towd,NN_N100_3_0021Phase_Towd,NN_N100_3_0023Freq_Towd,NN_N100_3_0023AmpV_Towd,NN_N100_3_0023Phase_Towd,NN_N100_3_0025Freq_Towd,NN_N100_3_0025AmpV_Towd,NN_N100_3_0025Phase_Towd,NN_N100_3_0027Freq_Towd,NN_N100_3_0027AmpV_Towd,NN_N100_3_0027Phase_Towd,NN_N100_3_0029Freq_Towd,NN_N100_3_0029AmpV_Towd,NN_N100_3_0029Phase_Towd,NN_N100_3_0031Freq_Towd,NN_N100_3_0031AmpV_Towd,NN_N100_3_0031Phase_Towd,NN_N100_3_0033Freq_Towd,NN_N100_3_0033AmpV_Towd,NN_N100_3_0033Phase_Towd
7712.18,0.0186908,-17.336,7712.18,0.0186956,-18.3667,7712.18,0.0186419,-18.1873,7712.18,0.0187886,-18.576,7712.18,0.0187552,-18.2049,7712.18,0.0186038,-18.1449,7712.18,0.0186443,-18.4295,7712.18,0.0189626,-18.2632,7712.18,0.0185573,-18.1103,7712.18,0.0185132,-18.6019,7712.18,0.01863,-18.5809,7712.18,0.018723,-18.674,7712.18,0.0185096,-18.7615,7712.18,0.0187755,-18.1913,7712.18,0.0187671,-19.0968,7712.18,0.0188601,-19.0013,7712.18,0.0189817,-18.9231
7912.5,0.0184405,-17.0121,7912.5,0.0183117,-17.2699,7912.5,0.0181746,-17.4212,7912.5,0.0183988,-18.0888,7912.5,0.0183797,-17.6978,7912.5,0.0184083,-18.2163,7912.5,0.0183141,-18.0068,7912.5,0.018357,-18.191,7912.5,0.01827,-18.3704,7912.5,0.0181377,-18.4551,7912.5,0.0182533,-18.1362,7912.5,0.018326,-17.7584,7912.5,0.0183427,-18.0323,7912.5,0.0184381,-18.2873,7912.5,0.0185311,-18.6158,7912.5,0.0185049,-18.2197,7912.5,0.0185454,-19.1763
8112.82,0.0180912,-16.6831,8112.82,0.018028,-17.4685,8112.82,0.017848,-17.3629,8112.82,0.0179172,-17.2653,8112.82,0.0182593,-18.0234,8112.82,0.0181365,-17.705,8112.82,0.0180471,-17.9239,8112.82,0.0181425,-17.7782,8112.82,0.0181687,-17.9701,8112.82,0.0179327,-18.2523,8112.82,0.0179017,-18.309,8112.82,0.0181425,-18.1202,8112.82,0.0178969,-17.6737,8112.82,0.0179672,-18.1524,8112.82,0.0182605,-17.92,8112.82,0.0183153,-18.2698,8112.82,0.0182772,-18.4655
8313.14,0.0176144,-16.5624,8313.14,0.0177753,-16.9951,8313.14,0.0176764,-17.0694,8313.14,0.0178969,-17.2387,8313.14,0.0179577,-17.1376,8313.14,0.017873,-17.2637,8313.14,0.0176907,-16.9001,8313.14,0.0177598,-17.1551,8313.14,0.0177824,-17.3872,8313.14,0.0176001,-17.6896,8313.14,0.0177598,-17.0257,8313.14,0.0177896,-17.2865,8313.14,0.0176179,-17.486,8313.14,0.0178564,-17.7474,8313.14,0.0179553,-17.4768,8313.14,0.0178289,-18.4048,8313.14,0.0180018,-17.831
8513.46,0.0173867,-16.3387,8513.46,0.0173163,-16.7835,8513.46,0.0173366,-16.8443,8513.46,0.0176501,-16.7258,8513.46,0.0174379,-17.3309,8513.46,0.0173736,-16.9187,8513.46,0.017339,-17.0094,8513.46,0.0175083,-17.3043,8513.46,0.017364,-16.9779,8513.46,0.0172627,-17.3689,8513.46,0.0174856,-17.3202,8513.46,0.0173187,-17.5727,8513.46,0.0173724,-17.5728,8513.46,0.0174212,-17.4644,8513.46,0.0177324,-17.6204,8513.46,0.0174129,-17.4402,8513.46,0.017699,-17.8825
8713.78,0.0171566,-15.8739,8713.78,0.0171196,-16.7104,8713.78,0.017128,-17.1417,8713.78,0.0172532,-17.2414,8713.78,0.0173295,-17.1339,8713.78,0.0172007,-17.1167,8713.78,0.0171125,-17.4917,8713.78,0.0173032,-16.5806,8713.78,0.0170875,-16.6221,8713.78,0.0169933,-17.3154,8713.78,0.0171506,-17.1433,8713.78,0.0173593,-17.1948,8713.78,0.0170898,-16.9321,8713.78,0.0171793,-17.3475,8713.78,0.017277,-17.0372,8713.78,0.0170577,-17.1097,8713.78,0.0174725,-17.2473
8914.1,0.0169671,-16.0232,8914.1,0.0167525,-16.0184,8914.1,0.0168431,-16.0094,8914.1,0.0169802,-16.8561,8914.1,0.0171173,-16.5912,8914.1,0.0169146,-15.8683,8914.1,0.0168681,-16.2262,8914.1,0.0170147,-16.7905,8914.1,0.0169742,-17.0778,8914.1,0.0166631,-16.5611,8914.1,0.0169516,-17.2488,8914.1,0.0170612,-17.3541,8914.1,0.0169086,-16.8227,8914.1,0.0168657,-17.1412,8914.1,0.0169754,-17.1444,8914.1,0.016979,-17.2723,8914.1,0.0171244,-17.5391
9114.42,0.0166333,-15.273,9114.42,0.0167549,-15.9398,9114.42,0.0165427,-16.0835,9114.42,0.0166881,-16.5015,9114.42,0.0166392,-16.1689,9114.42,0.0167191,-16.461,9114.42,0.0165665,-16.7388,9114.42,0.0167024,-16.4446,9114.42,0.0165999,-16.4065,9114.42,0.0165534,-16.4608,9114.42,0.0165653,-15.9288,9114.42,0.0167251,-16.4084,9114.42,0.0165808,-16.8931,9114.42,0.0166047,-17.1539,9114.42,0.0167406,-16.7988,9114.42,0.0166178,-16.7674,9114.42,0.0169575,-16.7492
9314.74,0.01647,-15.4338,9314.74,0.0163925,-15.6513,9314.74,0.0164008,-15.5138,9314.74,0.0164497,-16.0152,9314.74,0.0165904,-16.2537,9314.74,0.0163913,-15.8176,9314.74,0.0162542,-15.8944,9314.74,0.0165725,-16.2995,9314.74,0.016495,-16.186,9314.74,0.0160825,-16.2802,9314.74,0.0163734,-16.2622,9314.74,0.0164902,-16.2352,9314.74,0.016396,-16.9421,9314.74,0.0164139,-16.829,9314.74,0.0165653,-16.4309,9314.74,0.0164604,-16.7807,9314.74,0.0167072,-17.2318
9515.06,0.016098,-14.7176,9515.06,0.0160944,-15.6932,9515.06,0.0161719,-15.4756,9515.06,0.0162184,-15.365,9515.06,0.0162792,-15.8222,9515.06,0.0161624,-15.864,9515.06,0.0160003,-15.394,9515.06,0.0160909,-15.675,9515.06,0.0160801,-16.0708,9515.06,0.0158656,-15.99,9515.06,0.0160384,-15.7675,9515.06,0.016135,-16.1472,9515.06,0.0162578,-16.0257,9515.06,0.0162518,-16.1902,9515.06,0.0162578,-16.1628,9515.06,0.016228,-15.9424,9515.06,0.0164843,-16.6949
9715.38,0.0157237,-14.7431,9715.38,0.016005,-15.464,9715.38,0.0158811,-15.4848,9715.38,0.0160348,-15.3247,9715.38,0.0161481,-15.7987,9715.38,0.0158596,-15.821,9715.38,0.0159132,-15.748,9715.38,0.0159192,-15.7528,9715.38,0.015986,-15.6529,9715.38,0.0157964,-15.6759,9715.38,0.0157428,-15.9613,9715.38,0.0160348,-15.8572,9715.38,0.0157297,-15.553,9715.38,0.016048,-15.5098,9715.38,0.0160825,-16.0562,9715.38,0.0158727,-16.5087,9715.38,0.0161242,-16.3499
9915.71,0.0156426,-14.5148,9915.71,0.0157166,-15.1466,9915.71,0.0156963,-15.3427,9915.71,0.0160003,-15.5579,9915.71,0.0158691,-15.0782,9915.71,0.0158095,-15.4276,9915.71,0.0155985,-15.1299,9915.71,0.0156391,-16.0741,9915.71,0.0157976,-15.3992,9915.71,0.0156748,-15.5236,9915.71,0.0158691,-15.437,9915.71,0.0157309,-15.8107,9915.71,0.0156975,-15.5858,9915.71,0.0156927,-15.4096,9915.71,0.0158381,-15.9242,9915.71,0.0157678,-16.0424,9915.71,0.0159943,-16.1652
10116,0.0154853,-14.1926,10116,0.0155747,-14.7609,10116,0.0153947,-14.8377,10116,0.0155115,-15.1426,10116,0.0157428,-14.6632,10116,0.0155735,-14.5406,10116,0.0154591,-14.8932,10116,0.0154567,-15.6343,10116,0.0154018,-15.2757,10116,0.0153732,-15.4952,10116,0.0153673,-15.4913,10116,0.0156391,-14.9879,10116,0.0154471,-16.2205,10116,0.0155652,-15.5215,10116,0.0157499,-15.4108,10116,0.0156093,-16.5669,10116,0.015986,-15.947
10316.3,0.0151873,-13.8092,10316.3,0.0152123,-14.2211,10316.3,0.0152385,-14.6492,10316.3,0.0153506,-13.8975,10316.3,0.0153279,-14.8403,10316.3,0.0153065,-14.7493,10316.3,0.0153255,-14.5147,10316.3,0.0152254,-14.7555,10316.3,0.0152671,-15.549,10316.3,0.0151527,-14.5851,10316.3,0.0152743,-15.53,10316.3,0.015223,-15.0008,10316.3,0.0151312,-15.4357,10316.3,0.0153005,-15.3482,10316.3,0.0153315,-15.5339,10316.3,0.0154948,-16.1096,10316.3,0.0158095,-15.9183
10516.7,0.014993,-13.8376,10516.7,0.01513,-13.9288,10516.7,0.0150192,-14.4137,10516.7,0.0150251,-14.2988,10516.7,0.0152254,-15.1096,10516.7,0.0151539,-14.0962,10516.7,0.0150025,-14.6926,10516.7,0.0152481,-14.6641,10516.7,0.0152457,-14.7871,10516.7,0.0150394,-14.6556,10516.7,0.0152647,-14.8274,10516.7,0.01513,-14.7438,10516.7,0.015161,-15.6487,10516.7,0.0152123,-15.4413,10516.7,0.0153232,-16.04,10516.7,0.0151372,-15.0491,10516.7,0.0153172,-15.5538
10717,0.0150335,-12.7452,10717,0.0149453,-13.4361,10717,0.0149226,-13.9035,10717,0.0149131,-14.3855,10717,0.0151169,-14.1271,10717,0.0148618,-14.3835,10717,0.0147629,-14.321,10717,0.0149798,-14.4524,10717,0.0147712,-14.5946,10717,0.01472,-14.5134,10717,0.0148165,-14.7774,10717,0.0149608,-14.9641,10717,0.0147843,-15.127,10717,0.0149131,-15.2063,10717,0.015198,-14.974,10717,0.0149179,-14.8866,10717,0.0151515,-15.8856
10917.3,0.014745,-13.5845,10917.3,0.0147223,-14.108,10917.3,0.0146985,-13.7093,10917.3,0.0148904,-14.1279,10917.3,0.0147903,-14.5995,10917.3,0.0148118,-14.1241,10917.3,0.0146234,-13.9015,10917.3,0.0148034,-14.1141,10917.3,0.0147426,-14.145,10917.3,0.0146389,-14.856,10917.3,0.0147927,-14.2968,10917.3,0.0147307,-15.0444,10917.3,0.0146925,-14.6215,10917.3,0.014751,-15.0565,10917.3,0.0148952,-14.9783,10917.3,0.0148475,-14.8607,10917.3,0.0149179,-15.6577
11117.6,0.014565,-13.2794,11117.6,0.0145566,-13.2199,11117.6,0.01441,-13.3957,11117.6,0.0146139,-13.4641,11117.6,0.0145388,-14.1344,11117.6,0.0144947,-13.9497,11117.6,0.0145781,-13.9648,11117.6,0.0145245,-14.2236,11117.6,0.0145924,-13.7061,11117.6,0.0144434,-14.2397,11117.6,0.0144744,-14.6767,11117.6,0.0146341,-14.4122,11117.6,0.0144982,-13.9806,11117.6,0.0145423,-14.6302,11117.6,0.014714,-14.7727,11117.6,0.0147188,-15.0993,11117.6,0.0147986,-14.7672
11317.9,0.0144589,-12.7981,11317.9,0.0144184,-13.4018,11317.9,0.0144172,-13.1401,11317.9,0.0144756,-13.4887,11317.9,0.0145173,-13.5643,11317.9,0.0143635,-13.3568,11317.9,0.0144637,-14.0687,11317.9,0.0144482,-13.9519,11317.9,0.0143266,-14.5401,11317.9,0.0142682,-13.9698,11317.9,0.0143909,-14.4019,11317.9,0.0144434,-14.2271,11317.9,0.0143707,-14.5489,11317.9,0.0144565,-13.9783,11317.9,0.0145602,-14.5292,11317.9,0.0143003,-14.4994,11317.9,0.0146234,-14.7163
11518.3,0.0142658,-12.8551,11518.3,0.0141585,-13.4749,11518.3,0.0141144,-13.478,11518.3,0.0142419,-13.119,11518.3,0.0142848,-13.3082,11518.3,0.0141275,-14.2979,11518.3,0.0141871,-13.581,11518.3,0.0142622,-13.5519,11518.3,0.0142121,-14.6763,11518.3,0.0141561,-14.3464,11518.3,0.0141335,-14.2016,11518.3,0.0144053,-13.8965,11518.3,0.0140476,-13.6924,11518.3,0.0142252,-14.1805,11518.3,0.0143409,-14.4576,11518.3,0.0143695,-14.4682,11518.3,0.0143886,-14.4976
11718.6,0.0139773,-12.4612,11718.6,0.0139582,-13.0739,11718.6,0.0138652,-12.8159,11718.6,0.0139832,-13.4115,11718.6,0.0141442,-13.6324,11718.6,0.0140405,-13.2914,11718.6,0.0139534,-13.8184,11718.6,0.0141537,-13.4198,11718.6,0.0140464,-13.4943,11718.6,0.014044,-13.5614,11718.6,0.0140917,-13.913,11718.6,0.0141943,-14.3724,11718.6,0.013994,-14.0935,11718.6,0.0140572,-13.7491,11718.6,0.0141013,-14.2937,11718.6,0.0141299,-14.5501,11718.6,0.014286,-14.479
11918.9,0.0137734,-12.0607,11918.9,0.0138748,-13.4534,11918.9,0.0137055,-13.5144,11918.9,0.0139582,-13.4911,11918.9,0.0138569,-13.4444,11918.9,0.0137925,-13.1431,11918.9,0.0138438,-13.169,11918.9,0.0139666,-13.4879,11918.9,0.0139391,-13.7113,11918.9,0.0137782,-13.4617,11918.9,0.0139558,-13.6903,11918.9,0.0140691,-13.9612,11918.9,0.0138915,-13.9619,11918.9,0.0140476,-13.8691,11918.9,0.0141811,-13.6999,11918.9,0.0139439,-13.8539,11918.9,0.0141096,-14.2348
12119.2,0.0136578,-11.2186,12119.2,0.0137806,-12.9263,12119.2,0.013628,-12.7336,12119.2,0.0137901,-12.9967,12119.2,0.0138783,-13.5717,12119.2,0.0137651,-12.7533,12119.2,0.0136518,-12.9271,12119.2,0.0137436,-13.098,12119.2,0.0139236,-13.0679,12119.2,0.0137007,-12.9019,12119.2,0.0136447,-14.0049,12119.2,0.0138688,-13.4175,12119.2,0.0137198,-13.4847,12119.2,0.0138485,-13.7979,12119.2,0.013783,-13.1173,12119.2,0.0138152,-14.0456,12119.2,0.0142646,-14.8982
12319.6,0.0134587,-11.5773,12319.6,0.0135279,-11.8706,12319.6,0.0135744,-12.3378,12319.6,0.0135267,-12.6556,12319.6,0.0136423,-12.9615,12319.6,0.013566,-12.6596,12319.6,0.0134504,-13.1865,12319.6,0.0135541,-12.9291,12319.6,0.0134897,-12.6397,12319.6,0.013361,-13.4287,12319.6,0.0134647,-13.4172,12319.6,0.0136197,-13.3485,12319.6,0.0135398,-13.5438,12319.6,0.0136495,-13.4372,12319.6,0.0138628,-13.4483,12319.6,0.0135493,-13.6163,12319.6,0.0139058,-14.1954
12519.9,0.0135505,-11.3243,12519.9,0.0133884,-12.3516,12519.9,0.0132573,-12.7381,12519.9,0.0134313,-12.4197,12519.9,0.0136268,-12.4229,12519.9,0.0134456,-13.0878,12519.9,0.0133932,-13.204,12519.9,0.0135326,-12.7905,12519.9,0.0134909,-12.9498,12519.9,0.0134003,-13.0131,12519.9,0.0134933,-13.1498,12519.9,0.013361,-13.0251,12519.9,0.013355,-12.6544,12519.9,0.0134623,-13.0079,12519.9,0.013603,-13.4986,12519.9,0.0136268,-13.2493,12519.9,0.0138032,-14.5799
12720.2,0.0131893,-11.181,12720.2,0.0132263,-11.7509,12720.2,0.0133383,-12.515,12720.2,0.0132811,-12.3059,12720.2,0.0134361,-12.5814,12720.2,0.0132227,-12.5084,12720.2,0.0132573,-12.4014,12720.2,0.0135124,-12.4573,12720.2,0.0133455,-12.9099,12720.2,0.0132442,-13.365,12720.2,0.0133765,-13.119,12720.2,0.0132513,-12.9871,12720.2,0.0131464,-13.0658,12720.2,0.0132322,-13.6796,12720.2,0.0134289,-13.4785,12720.2,0.0133252,-13.5974,12720.2,0.0135851,-14.533
12920.5,0.0131071,-11.1133,12920.5,0.0130248,-11.8873,12920.5,0.0131655,-11.5545,12920.5,0.0132847,-12.3026,12920.5,0.0132787,-12.1974,12920.5,0.0132644,-11.7546,12920.5,0.0131619,-12.2452,12920.5,0.0131774,-12.4995,12920.5,0.0132239,-12.8499,12920.5,0.0131524,-12.6338,12920.5,0.0133181,-13.3474,12920.5,0.0132644,-13.1539,12920.5,0.0131369,-13.0274,12920.5,0.0132859,-12.9112,12920.5,0.0132167,-12.6455,12920.5,0.013243,-12.9215,12920.5,0.0133979,-13.4378
13120.8,0.0129688,-10.6678,13120.8,0.0130022,-12.215,13120.8,0.0130856,-11.8162,13120.8,0.0130236,-12.0113,13120.8,0.0131023,-12.6676,13120.8,0.013051,-12.104,13120.8,0.0130248,-12.5087,13120.8,0.01297,-12.6221,13120.8,0.0130653,-12.1327,13120.8,0.0129712,-12.3942,13120.8,0.0130463,-12.4073,13120.8,0.0131953,-12.9376,13120.8,0.0130785,-13.1836,13120.8,0.013181,-13.1675,13120.8,0.0132072,-13.2755,13120.8,0.013113,-12.9461,13120.8,0.0132191,-13.2048
13321.2,0.012815,-10.6947,13321.2,0.0128245,-12.1956,13321.2,0.0127554,-12.0382,13321.2,0.0129652,-11.7985,13321.2,0.0129759,-12.3351,13321.2,0.0129211,-12.3727,13321.2,0.0128865,-12.9212,13321.2,0.012939,-12.5219,13321.2,0.0129473,-12.5573,13321.2,0.0128889,-12.2853,13321.2,0.0128531,-12.5698,13321.2,0.0129509,-13.0351,13321.2,0.0128031,-12.1293,13321.2,0.0128913,-12.8139,13321.2,0.0130606,-12.8419,13321.2,0.0129819,-13.0349,13321.2,0.0131977,-13.4342
13521.5,0.0128448,-10.3034,13521.5,0.012815,-11.1532,13521.5,0.0127149,-12.0176,13521.5,0.0129294,-11.4172,13521.5,0.0129628,-12.0416,13521.5,0.0129032,-11.4898,13521.5,0.0128829,-12.1706,13521.5,0.0128496,-12.6492,13521.5,0.0127614,-12.311,13521.5,0.0126851,-12.3984,13521.5,0.0128281,-12.6702,13521.5,0.0128531,-12.3255,13521.5,0.012871,-12.6283,13521.5,0.0129735,-12.6124,13521.5,0.0127721,-12.0394,13521.5,0.0128257,-12.6673,13521.5,0.013057,-13.527
13721.8,0.0127697,-10.5873,13721.8,0.0127578,-11.4912,13721.8,0.0124288,-11.5654,13721.8,0.0127828,-11.4803,13721.8,0.01279,-11.5928,13721.8,0.0126696,-11.3053,13721.8,0.0126791,-11.1855,13721.8,0.0128031,-12.2481,13721.8,0.0126135,-12.3528,13721.8,0.0126874,-13.1494,13721.8,0.0127161,-12.8403,13721.8,0.0126779,-12.1746,13721.8,0.0125086,-12.4153,13721.8,0.0125384,-12.2506,13721.8,0.0128186,-12.6588,13721.8,0.0127316,-12.3407,13721.8,0.0129831,-13.3203
13922.1,0.0124705,-10.2729,13922.1,0.0125253,-11.2758,13922.1,0.0125265,-11.5792,13922.1,0.0127053,-11.4469,13922.1,0.0126123,-12.409,13922.1,0.0126219,-11.7544,13922.1,0.0124729,-11.5847,13922.1,0.0125909,-11.7726,13922.1,0.0126314,-12.5015,13922.1,0.0125504,-11.9666,13922.1,0.012517,-11.783,13922.1,0.0127745,-12.1522,13922.1,0.0126469,-12.3543,13922.1,0.0125742,-12.8984,13922.1,0.0127029,-12.2811,13922.1,0.0125849,-12.965,13922.1,0.0129712,-12.9167
14122.4,0.0124252,-10.2831,14122.4,0.0125468,-10.9529,14122.4,0.012393,-10.749,14122.4,0.0125134,-11.2481,14122.4,0.0125837,-11.3881,14122.4,0.0124025,-11.8931,14122.4,0.0124919,-11.056,14122.4,0.0123584,-11.621,14122.4,0.0126028,-11.1352,14122.4,0.0124311,-11.8197,14122.4,0.012356,-11.9094,14122.4,0.0126958,-11.943,14122.4,0.0124049,-12.8847,14122.4,0.0126791,-12.5464,14122.4,0.0124025,-11.7123,14122.4,0.012629,-12.8509,14122.4,0.0127029,-12.5777
14322.8,0.0124478,-10.4635,14322.8,0.0122237,-11.1361,14322.8,0.0121772,-10.2727,14322.8,0.0123441,-11.0727,14322.8,0.0123262,-11.9445,14322.8,0.0125456,-11.0857,14322.8,0.0122726,-11.5843,14322.8,0.0124836,-11.2929,14322.8,0.0122786,-11.5559,14322.8,0.0121129,-11.9562,14322.8,0.0121725,-11.9145,14322.8,0.0122976,-11.882,14322.8,0.0122464,-12.3992,14322.8,0.0122797,-12.6889,14322.8,0.0123954,-12.529,14322.8,0.012424,-12.1134,14322.8,0.0126517,-12.5249
14523.1,0.0122511,-9.28343,14523.1,0.0121868,-10.717,14523.1,0.0122595,-11.3486,14523.1,0.0123656,-10.6788,14523.1,0.0122428,-11.1592,14523.1,0.0124454,-11.037,14523.1,0.012238,-11.9405,14523.1,0.0122988,-11.3895,14523.1,0.0122571,-11.0615,14523.1,0.0121748,-11.6842,14523.1,0.0121593,-11.4818,14523.1,0.0122857,-11.6556,14523.1,0.0121796,-12.5831,14523.1,0.0122976,-11.3007,14523.1,0.0122797,-12.3688,14523.1,0.0124252,-11.9768,14523.1,0.0124502,-12.2542
14723.4,0.0120664,-9.6825,14723.4,0.0121069,-10.9091,14723.4,0.0121307,-10.4433,14723.4,0.0121748,-10.8302,14723.4,0.012213,-10.8186,14723.4,0.0121355,-11.945,14723.4,0.0121868,-10.9105,14723.4,0.0122714,-10.7893,14723.4,0.0121737,-12.2566,14723.4,0.0121212,-11.1756,14723.4,0.0121248,-11.4472,14723.4,0.012058,-11.499,14723.4,0.0119185,-11.9907,14723.4,0.0122786,-11.494,14723.4,0.0123179,-12.6661,14723.4,0.012182,-12.3962,14723.4,0.0124931,-12.6146
14923.7,0.0119174,-9.42934,14923.7,0.0120306,-10.6233,14923.7,0.0119483,-11.2288,14923.7,0.012151,-10.7263,14923.7,0.0120997,-11.1952,14923.7,0.0119865,-10.9388,14923.7,0.0119472,-11.7824,14923.7,0.01194,-11.3292,14923.7,0.0121045,-11.9137,14923.7,0.0119507,-11.3715,14923.7,0.0121439,-11.9952,14923.7,0.0120258,-11.259,14923.7,0.0119936,-11.14,14923.7,0.0119829,-11.909,14923.7,0.0120294,-11.382,14923.7,0.0120127,-12.1096,14923.7,0.0123477,-12.0925
15124,0.0118458,-9.34183,15124,0.0118077,-10.0021,15124,0.0119579,-10.3355,15124,0.0119448,-10.7803,15124,0.0120044,-11.1291,15124,0.0120187,-11.5197,15124,0.0119042,-11.4582,15124,0.0120819,-10.6339,15124,0.0121045,-11.4772,15124,0.0117993,-11.3196,15124,0.0120234,-11.4464,15124,0.0119877,-11.2322,15124,0.0118649,-10.841,15124,0.0119722,-10.9117,15124,0.0120366,-12.1502,15124,0.0120425,-11.9236,15124,0.0122941,-12.9647
15324.4,0.0117683,-9.25126,15324.4,0.0119638,-9.90345,15324.4,0.0117826,-10.63,15324.4,0.011946,-10.9934,15324.4,0.0119662,-10.4374,15324.4,0.0118589,-10.8981,15324.4,0.0117958,-10.8,15324.4,0.0118637,-11.1643,15324.4,0.0119364,-10.9552,15324.4,0.011884,-11.4943,15324.4,0.0117338,-10.928,15324.4,0.0120187,-11.1681,15324.4,0.0118959,-11.2319,15324.4,0.0120389,-10.6548,15324.4,0.0118935,-11.3451,15324.4,0.0119495,-11.0648,15324.4,0.0121093,-12.059
15524.7,0.0117457,-8.61513,15524.7,0.0116384,-10.3703,15524.7,0.0118673,-9.93816,15524.7,0.0116706,-10.3841,15524.7,0.0119531,-10.2649,15524.7,0.0119138,-10.3097,15524.7,0.0116968,-10.3315,15524.7,0.011934,-11.0679,15524.7,0.0118005,-10.9311,15524.7,0.0117183,-10.8719,15524.7,0.0117922,-11.0495,15524.7,0.0118685,-11.1756,15524.7,0.0116265,-11.3523,15524.7,0.0118411,-11.0921,15524.7,0.0117731,-11.2155,15524.7,0.0118041,-11.4551,15524.7,0.012058,-11.499
15725,0.0116599,-9.53791,15725,0.0114834,-10.0382,15725,0.0117004,-10.051,15725,0.0115848,-10.3844,15725,0.0115812,-10.1796,15725,0.01158,-9.78777,15725,0.0116158,-10.6183,15725,0.0116503,-10.5094,15725,0.0116169,-10.9325,15725,0.0114787,-10.6371,15725,0.0116134,-11.2984,15725,0.0117075,-11.255,15725,0.0117457,-12.3058,15725,0.0116873,-11.4877,15725,0.0118136,-11.446,15725,0.0118291,-11.6949,15725,0.0119853,-11.5815
15925.3,0.0115454,-9.47227,15925.3,0.0116444,-9.66243,15925.3,0.0114143,-10.1297,15925.3,0.0116789,-10.7313,15925.3,0.0116491,-9.58201,15925.3,0.0115967,-10.1535,15925.3,0.0115752,-10.716,15925.3,0.0117505,-10.7834,15925.3,0.0115669,-9.91248,15925.3,0.0116146,-11.1366,15925.3,0.0115323,-10.6297,15925.3,0.0114441,-11.117,15925.3,0.0116086,-10.4459,15925.3,0.0114298,-10.8534,15925.3,0.0117195,-10.5526,15925.3,0.0115585,-10.8627,15925.3,0.0118661,-12.4733
16125.6,0.0115442,-8.49275,16125.6,0.0113606,-9.95921,16125.6,0.0113046,-9.57242,16125.6,0.0114787,-10.7705,16125.6,0.0115907,-10.5284,16125.6,0.0115395,-10.2933,16125.6,0.0114059,-10.3855,16125.6,0.011524,-10.068,16125.6,0.0114191,-10.1685,16125.6,0.0114524,-11.3453,16125.6,0.0114751,-11.2022,16125.6,0.011549,-10.1787,16125.6,0.0114632,-11.237,16125.6,0.011549,-11.4059,16125.6,0.0116515,-11.2858,16125.6,0.0114572,-11.3825,16125.6,0.0118434,-11.6055
16326,0.0112689,-8.3303,16326,0.011363,-9.46097,16326,0.0114417,-9.53386,16326,0.0114715,-10.7342,16326,0.0114918,-9.90003,16326,0.0113535,-9.56008,16326,0.0113595,-9.83959,16326,0.0113773,-10.0839,16326,0.0113869,-11.0144,16326,0.0113559,-10.955,16326,0.0114822,-10.6106,16326,0.0114965,-9.78635,16326,0.0114524,-11.1218,16326,0.0115168,-10.5895,16326,0.0114608,-11.4755,16326,0.0114012,-10.5463,16326,0.0116587,-11.2435
16526.3,0.0113964,-9.03591,16526.3,0.0112951,-9.76191,16526.3,0.0112689,-9.49275,16526.3,0.0114322,-10.1512,16526.3,0.0114179,-9.83656,16526.3,0.0113189,-9.58896,16526.3,0.0114143,-10.1903,16526.3,0.0114644,-9.64158,16526.3,0.0112998,-9.79431,16526.3,0.0112784,-10.4486,16526.3,0.0114787,-9.85102,16526.3,0.0114131,-10.2881,16526.3,0.0112283,-10.5315,16526.3,0.0114179,-10.4168,16526.3,0.0113952,-10.5156,16526.3,0.0113952,-10.4607,16526.3,0.0115478,-11.2016
16726.6,0.0114334,-8.65866,16726.6,0.011158,-9.14294,16726.6,0.0111866,-9.4941,16726.6,0.0112319,-9.00319,16726.6,0.0110936,-9.16625,16726.6,0.0112748,-9.91269,16726.6,0.0111103,-9.81332,16726.6,0.0113177,-9.49843,16726.6,0.0113118,-10.2946,16726.6,0.0111377,-10.0976,16726.6,0.0112307,-10.8624,16726.6,0.0113487,-10.6626,16726.6,0.0112927,-9.84289,16726.6,0.0112832,-11.1053,16726.6,0.011574,-11.386,16726.6,0.0113702,-10.9343,16726.6,0.011512,-11.5024
