NN_N100_3_0001Freq_Towd,NN_N100_3_0001AmpV_Towd,NN_N100_3_0001Phase_Towd,NN_N100_3_0003Freq_Towd,NN_N100_3_0003AmpV_Towd,NN_N100_3_0003Phase_Towd,NN_N100_3_0005Freq_Towd,NN_N100_3_0005AmpV_Towd,NN_N100_3_0005Phase_Towd,NN_N100_3_0007Freq_Towd,NN_N100_3_0007AmpV_Towd,NN_N100_3_0007Phase_Towd,NN_N100_3_0009Freq_Towd,NN_N100_3_0009AmpV_Towd,NN_N100_3_0009Phase_Towd,NN_N100_3_0011Freq_Towd,NN_N100_3_0011AmpV_Towd,NN_N100_3_0011Phase_Towd,NN_N100_3_0013Freq_Towd,NN_N100_3_0013AmpV_Towd,NN_N100_3_0013Phase_Towd,NN_N100_3_0015Freq_Towd,NN_N100_3_0015AmpV_Towd,NN_N100_3_0015Phase_Towd,NN_N100_3_0017Freq_Towd,NN_N100_3_0017AmpV_Towd,NN_N100_3_0017Phase_Towd,NN_N100_3_0019Freq_Towd,NN_N100_3_0019AmpV_Towd,NN_N100_3_0019Phase_Towd,NN_N100_3_0021Freq_Towd,NN_N100_3_0021AmpV_Towd,NN_N100_3_0021Phase_Towd,NN_N100_3_0023Freq_Towd,NN_N100_3_0023AmpV_Towd,NN_N100_3_0023Phase_Towd,NN_N100_3_0025Freq_Towd,NN_N100_3_0025AmpV_Towd,NN_N100_3_0025Phase_Towd,NN_N100_3_0027Freq_Towd,NN_N100_3_0027AmpV_Towd,NN_N100_3_0027Phase_Towd,NN_N100_3_0029Freq_Towd,NN_N100_3_0029AmpV_Towd,NN_N100_3_0029Phase_Towd,NN_N100_3_0031Freq_Towd,NN_N100_3_0031AmpV_Towd,NN_N100_3_0031Phase_Towd,NN_N100_3_0033Freq_Towd,NN_N100_3_0033AmpV_Towd,NN_N100_3_0033Phase_Towd
298778,0.000659227,212.524,298778,0.000656843,202.941,298778,0.000653267,212.54,298778,0.000720024,206.331,298778,0.000696182,202.71,298778,0.000760555,197.927,298778,0.000737906,206.877,298778,0.000692606,196.223,298778,0.000635386,195.616,298778,0.000727177,200.919,298778,0.000653267,194.734,298778,0.000720024,204.115,298778,0.000684261,194.966,298778,0.000705719,202.283,298778,0.000633001,197.041,298778,0.000714064,197.743,298778,0.000699759,205.054
298978,0.000693798,187.298,298978,0.000593662,202.504,298978,0.000590086,197.567,298978,0.000708103,203.901,298978,0.000683069,203.531,298978,0.000745058,203.867,298978,0.000647306,198.98,298978,0.000665188,202.39,298978,0.000709295,201.868,298978,0.000697374,197.945,298978,0.000733137,196.757,298978,0.000692606,194.908,298978,0.000562668,205.008,298978,0.00064373,198.142,298978,0.000734329,202.699,298978,0.000653267,197.55,298978,0.000729561,194.908
299179,0.000665188,190.181,299179,0.000735521,199.649,299179,0.000690222,201.113,299179,0.000669956,197.118,299179,0.000715256,199.713,299179,0.000671148,196.541,299179,0.000588894,193.159,299179,0.000655651,200.2,299179,0.000835657,201.994,299179,0.000665188,199.65,299179,0.000681877,199.65,299179,0.000703335,203.534,299179,0.00061512,200.844,299179,0.000699759,203.163,299179,0.000715256,193.33,299179,0.000696182,203.46,299179,0.000733137,204.16
299379,0.000634193,205.187,299379,0.000734329,199.297,299379,0.000684261,198.221,299379,0.000638962,204.427,299379,0.000596046,204.683,299379,0.000700951,202.432,299379,0.000809431,200.474,299379,0.0007236,195.212,299379,0.000662804,198.182,299379,0.000699759,199.867,299379,0.000739098,193.843,299379,0.000669956,206.266,299379,0.000710487,201.707,299379,0.000727177,193.977,299379,0.000623465,195.701,299379,0.000573397,193.137,299379,0.000778437,197.965
299579,0.000739098,201.848,299579,0.000720024,208.245,299579,0.000697374,199.841,299579,0.000655651,202.515,299579,0.000625849,192.813,299579,0.000662804,205.061,299579,0.000692606,195.6,299579,0.00056982,202.934,299579,0.000641346,200.305,299579,0.000765324,194,299579,0.00066638,202.675,299579,0.000789165,198.988,299579,0.000808239,195.168,299579,0.000731945,200.631,299579,0.000631809,202.219,299579,0.000618696,191.495,299579,0.000638962,194.078
299780,0.00074029,197.971,299780,0.000795126,199.746,299780,0.000648499,206.586,299780,0.000690222,199.603,299780,0.000658035,207.097,299780,0.000627041,200.518,299780,0.000606775,195.664,299780,0.000599623,197.4,299780,0.000625849,206.684,299780,0.000604391,196.906,299780,0.000756979,205.654,299780,0.000727177,197.488,299780,0.000640154,196.381,299780,0.000655651,199.369,299780,0.000714064,195.741,299780,0.000771284,194.365,299780,0.000817776,199.709
299980,0.000613928,195.728,299980,0.00074625,194.177,299980,0.000681877,194.218,299980,0.000705719,201.146,299980,0.000679493,192.712,299980,0.000683069,200.379,299980,0.000680685,198.22,299980,0.000668764,197.246,299980,0.000646114,194.256,299980,0.000814199,205.193,299980,0.000752211,196.311,299980,0.000734329,207.377,299980,0.000745058,194.754,299980,0.000727177,202.83,299980,0.000696182,202.71,299980,0.000677109,201.457,299980,0.000693798,200.532
300180,0.00079751,199.145,300180,0.000772476,202.77,300180,0.00061512,204.389,300180,0.000687838,203.778,300180,0.000655651,199.833,300180,0.000647306,201.757,300180,0.00079155,194.063,300180,0.000649691,197.878,300180,0.000710487,194.302,300180,0.000686646,205.917,300180,0.000710487,201.312,300180,0.000692606,199.35,300180,0.000718832,204.154,300180,0.000697374,199.497,300180,0.000687838,191.029,300180,0.000754595,198.928,300180,0.000702143,206.15
300380,0.000648499,198.478,300380,0.00054121,201.373,300380,0.000697374,198.784,300380,0.000796318,192.838,300380,0.000728369,204.945,300380,0.000675917,199.18,300380,0.00074029,199.493,300380,0.000697374,203.86,300380,0.000667572,201.359,300380,0.00074625,204.781,300380,0.000611544,194.27,300380,0.000810623,200.761,300380,0.000649691,195.811,300380,0.000673532,202.572,300380,0.000758171,197.411,300380,0.000735521,196.32,300380,0.000758171,196.271
300581,0.000638962,191.134,300581,0.000686646,198.158,300581,0.000648499,193.873,300581,0.00068903,209.826,300581,0.000771284,199.846,300581,0.000642538,205.823,300581,0.000735521,196.41,300581,0.00067234,196.317,300581,0.000611544,206.085,300581,0.000693798,199.536,300581,0.00069499,205.704,300581,0.000727177,208.902,300581,0.000743866,205.019,300581,0.000770092,191.021,300581,0.000796318,204.582,300581,0.000679493,205.774,300581,0.000811815,194.061
300781,0.000730753,201.883,300781,0.000755787,208.813,300781,0.000647306,205.734,300781,0.000658035,198.74,300781,0.000771284,202.852,300781,0.000633001,205.618,300781,0.000681877,197.553,300781,0.000736713,197.353,300781,0.000711679,198.624,300781,0.000737906,201.295,300781,0.000776052,201.517,300781,0.000722408,203.189,300781,0.000742674,201.419,300781,0.000678301,195.856,300781,0.000728369,200.048,300781,0.000808239,196.319,300781,0.000720024,203.564
300981,0.000813007,199.024,300981,0.000720024,201.336,300981,0.000741482,198.382,300981,0.000683069,187.019,300981,0.000635386,195.956,300981,0.000742674,203.202,300981,0.00079751,199.526,300981,0.000669956,195.604,300981,0.000730753,200.192,300981,0.000743866,205.598,300981,0.00074029,193.352,300981,0.000650883,204.323,300981,0.000708103,207.235,300981,0.000675917,196.551,300981,0.000779629,197.273,300981,0.000733137,195.106,300981,0.000722408,197.003
301182,0.000724792,203.537,301182,0.000735521,197.969,301182,0.000720024,203.089,301182,0.000785589,193.433,301182,0.000709295,202.173,301182,0.000706911,204.502,301182,0.000712872,196.466,301182,0.000808239,195.598,301182,0.000718832,208.374,301182,0.000754595,201.948,301182,0.000653267,206.586,301182,0.000693798,197.102,301182,0.00064373,199.084,301182,0.000598431,198.665,301182,0.000728369,202.583,301182,0.000715256,197.08,301182,0.000705719,201.237
301382,0.000654459,202.555,301382,0.000736713,206.919,301382,0.000699759,194.26,301382,0.000604391,191.214,301382,0.000679493,202.751,301382,0.000771284,201.647,301382,0.000712872,199.688,301382,0.000663996,205.248,301382,0.000704527,202.664,301382,0.0007236,193.863,301382,0.000648499,203.423,301382,0.000718832,199.617,301382,0.00077486,195.475,301382,0.000795126,195.31,301382,0.000665188,198.803,301382,0.00067234,195.604,301382,0.00077486,202.585
301582,0.000685453,202.781,301582,0.000574589,203.594,301582,0.000729561,200.819,301582,0.000625849,188.734,301582,0.000798702,200.011,301582,0.000698566,199.59,301582,0.000724792,196.858,301582,0.000801086,198.709,301582,0.000662804,216.062,301582,0.000813007,202.814,301582,0.000722408,193.702,301582,0.000693798,199.503,301582,0.000758171,202.132,301582,0.000683069,205.466,301582,0.000685453,199.805,301582,0.000660419,199.985,301582,0.000693798,200.786
301783,0.000703335,203.97,301783,0.000731945,199.919,301783,0.000675917,192.167,301783,0.000737906,198.117,301783,0.00064373,205.3,301783,0.000684261,199.171,301783,0.000649691,199.31,301783,0.000667572,199.45,301783,0.000675917,190.335,301783,0.000692606,203.709,301783,0.000736713,192.004,301783,0.000706911,207.974,301783,0.000753403,201.695,301783,0.000793934,202.839,301783,0.000737906,198.617,301783,0.000711679,202.835,301783,0.000783205,203.845
301983,0.000747442,200.876,301983,0.000686646,197.183,301983,0.000674725,194.049,301983,0.000765324,205.667,301983,0.000782013,205.724,301983,0.000727177,209.03,301983,0.000638962,197.497,301983,0.0007236,197.184,301983,0.000646114,201.5,301983,0.000612736,201.172,301983,0.000760555,202.064,301983,0.00071764,195.245,301983,0.000751019,201.474,301983,0.000705719,199.486,301983,0.000663996,203.635,301983,0.000705719,198.963,301983,0.000724792,197.725
302183,0.00069499,199.252,302183,0.000736713,196.766,302183,0.00071764,196.841,302183,0.000691414,204.101,302183,0.000705719,205.065,302183,0.000780821,203.64,302183,0.000714064,198.958,302183,0.000686646,200.462,302183,0.000668764,201.168,302183,0.000654459,199.636,302183,0.000736713,198.44,302183,0.00058651,196.12,302183,0.000648499,207.907,302183,0.000708103,208.316,302183,0.000754595,196.546,302183,0.000680685,197.583,302183,0.000660419,202.028
302384,0.000718832,190.373,302384,0.000613928,195.484,302384,0.000742674,205.264,302384,0.000741482,201.247,302384,0.000650883,203.949,302384,0.000761747,195.369,302384,0.000718832,198.712,302384,0.000665188,203.31,302384,0.000686646,198.884,302384,0.000784397,197.528,302384,0.000753403,201.492,302384,0.000669956,197.313,302384,0.000697374,197.852,302384,0.000711679,196.281,302384,0.000716448,200.622,302384,0.000782013,203.489,302384,0.00061512,201.052
302584,0.00074029,202.776,302584,0.000778437,206.468,302584,0.00077486,193.104,302584,0.00074625,202.513,302584,0.000711679,205.164,302584,0.000749826,202.985,302584,0.000690222,207.872,302584,0.000625849,193.947,302584,0.000818968,202.123,302584,0.000680685,200.225,302584,0.000741482,198.645,302584,0.000748634,206.545,302584,0.000765324,202.295,302584,0.000668764,200.195,302584,0.000747442,200.791,302584,0.000720024,191.89,302584,0.000663996,200.798
302784,0.000780821,202.417,302784,0.000702143,202.522,302784,0.000660419,204.497,302784,0.000777245,191.006,302784,0.000783205,199.518,302784,0.000690222,203.071,302784,0.000805855,201.859,302784,0.00064373,191.715,302784,0.000669956,196.248,302784,0.000681877,204.787,302784,0.00071764,199.225,302784,0.000605583,203.544,302784,0.000766516,185.808,302784,0.000733137,199.623,302784,0.00082612,193.8,302784,0.000725985,197.606,302784,0.000779629,203.479
302985,0.000704527,204.801,302985,0.000662804,197.43,302985,0.000668764,199.967,302985,0.000760555,195.677,302985,0.000720024,197.297,302985,0.000767708,210.892,302985,0.000827312,200.873,302985,0.000771284,200.97,302985,0.000640154,203.089,302985,0.000796318,202.036,302985,0.000734329,201.397,302985,0.000703335,198.318,302985,0.00077486,210.182,302985,0.000690222,194.622,302985,0.000728369,205.576,302985,0.000667572,208.1,302985,0.000675917,201.683
303185,0.0007689,204.033,303185,0.000700951,199.307,303185,0.000762939,200.691,303185,0.000630617,200.989,303185,0.000780821,205.958,303185,0.000685453,202.019,303185,0.000734329,203.287,303185,0.000730753,199.39,303185,0.000790358,197.506,303185,0.000764132,205.664,303185,0.000741482,204.684,303185,0.000789165,210.346,303185,0.000739098,200.142,303185,0.000698566,197.915,303185,0.000745058,192.98,303185,0.000752211,200.949,303185,0.000811815,193.267
303385,0.000741482,209.309,303385,0.000760555,197.669,303385,0.00069499,203.409,303385,0.000722408,196.55,303385,0.000715256,203.668,303385,0.000789165,200.279,303385,0.000752211,201.644,303385,0.000727177,203.548,303385,0.000784397,197.252,303385,0.000767708,194.798,303385,0.000854731,198.589,303385,0.000702143,195.203,303385,0.00071764,204.106,303385,0.00069499,206.454,303385,0.000667572,200.652,303385,0.000742674,207.123,303385,0.000679493,200.165
303586,0.000725985,203.041,303586,0.000681877,202.674,303586,0.000641346,203.861,303586,0.000628233,204.147,303586,0.00061512,198.834,303586,0.000587702,206.17,303586,0.00069499,197.319,303586,0.00082016,195.169,303586,0.000780821,199.937,303586,0.000735521,200.238,303586,0.000805855,197.954,303586,0.000793934,193.313,303586,0.000687838,199.609,303586,0.000764132,204.818,303586,0.000677109,197.132,303586,0.000779629,196.298,303586,0.00077486,197.936
303786,0.000721216,211.891,303786,0.000741482,199.375,303786,0.000679493,202.712,303786,0.000814199,197.692,303786,0.000729561,204.485,303786,0.000588894,197.638,303786,0.000644922,197.705,303786,0.000747442,198.179,303786,0.000761747,200.575,303786,0.000722408,198.201,303786,0.000704527,201.923,303786,0.000802279,198.222,303786,0.00084877,202.862,303786,0.000739098,203.64,303786,0.000776052,195.73,303786,0.000724792,202.569,303786,0.000729561,198.233
303986,0.000739098,200.641,303986,0.00077486,206.229,303986,0.000855923,199.755,303986,0.000915527,196.138,303986,0.000712872,203.442,303986,0.000710487,202.441,303986,0.000712872,201.118,303986,0.000767708,193.032,303986,0.000776052,203.109,303986,0.000755787,205.167,303986,0.000724792,199.489,303986,0.000734329,207.628,303986,0.00062108,203.521,303986,0.000710487,204.382,303986,0.000616312,198.411,303986,0.000712872,200.082,303986,0.000731945,200.159
304187,0.000665188,212.76,304187,0.000724792,208.993,304187,0.000705719,202.41,304187,0.000786781,201.278,304187,0.000751019,201.847,304187,0.000690222,202.405,304187,0.000724792,194.228,304187,0.000703335,195.671,304187,0.000803471,193.506,304187,0.000760555,206.908,304187,0.000716448,201.654,304187,0.000714064,189.475,304187,0.000697374,193.194,304187,0.000725985,196.623,304187,0.000674725,196.872,304187,0.000736713,205.131,304187,0.000733137,201.223
304387,0.000669956,200.579,304387,0.00067234,208.453,304387,0.000745058,198.789,304387,0.000729561,202.076,304387,0.000683069,202.635,304387,0.000728369,210.452,304387,0.000716448,198.381,304387,0.0007236,198.082,304387,0.000798702,201.398,304387,0.000659227,192.696,304387,0.000725985,196.623,304387,0.000739098,201.607,304387,0.000815392,198.012,304387,0.000777245,200.223,304387,0.000803471,195.608,304387,0.000652075,195.984,304387,0.000735521,207.668
304587,0.000773668,197.262,304587,0.000697374,197.759,304587,0.000661612,196.549,304587,0.000822544,200.758,304587,0.000656843,205.421,304587,0.000678301,202.923,304587,0.000668764,196.178,304587,0.00066638,190.581,304587,0.000731945,201.344,304587,0.000874996,206.481,304587,0.000729561,198.827,304587,0.000540018,202.22,304587,0.000730753,201.257,304587,0.000728369,199.718,304587,0.00069499,194.357,304587,0.0007236,202.816,304587,0.000714064,194.742
304788,0.000679493,193.538,304788,0.000692606,206.63,304788,0.000783205,202.121,304788,0.00066638,194.744,304788,0.000627041,202.426,304788,0.000821352,198.622,304788,0.000731945,205.539,304788,0.000771284,196.753,304788,0.000590086,205.234,304788,0.000793934,203.917,304788,0.00071764,200.767,304788,0.000724792,202.481,304788,0.000754595,198.928,304788,0.000725985,189.138,304788,0.000742674,198.703,304788,0.000749826,207.729,304788,0.000818968,195.9
304988,0.000710487,199.389,304988,0.000680685,203.704,304988,0.000671148,202.478,304988,0.00079751,202.196,304988,0.000796318,197.73,304988,0.000760555,194.74,304988,0.00067234,202.023,304988,0.000722408,201.232,304988,0.000687838,200.742,304988,0.000737906,203.092,304988,0.000705719,192.735,304988,0.00074625,192.959,304988,0.000851154,201.601,304988,0.000776052,198.02,304988,0.000718832,189.893,304988,0.000776052,206.231,304988,0.000673532,199.15
305188,0.000654459,193.723,305188,0.000760555,206.103,305188,0.000665188,201.471,305188,0.000786781,198.328,305188,0.000687838,198.033,305188,0.0007236,202.816,305188,0.000700951,205.231,305188,0.000758171,205.292,305188,0.000777245,204.615,305188,0.000753403,199.361,305188,0.000802279,203.067,305188,0.000733137,195.899,305188,0.000667572,192.936,305188,0.000712872,195.346,305188,0.000715256,193.238,305188,0.000735521,202.957,305188,0.000742674,203.202
305388,0.000728369,199.871,305388,0.000787973,195.281,305388,0.000729561,197.728,305388,0.00082016,200.475,305388,0.000795126,206.393,305388,0.000718832,208.116,305388,0.000663996,205.988,305388,0.000677109,192.56,305388,0.000749826,200.233,305388,0.000742674,199.053,305388,0.000708103,201.904,305388,0.00064373,207.299,305388,0.000796318,204.119,305388,0.000776052,195.815,305388,0.00071764,201.192,305388,0.000742674,194.801,305388,0.000697374,197.325
305589,0.000810623,204.692,305589,0.00074625,200.156,305589,0.000776052,199.416,305589,0.000731945,200.927,305589,0.000604391,197.048,305589,0.000642538,208.775,305589,0.000730753,199.478,305589,0.000855923,199.399,305589,0.000697374,204.609,305589,0.000716448,197.593,305589,0.000629425,203.516,305589,0.000796318,210.704,305589,0.000790358,198.795,305589,0.000822544,198.437,305589,0.000787973,206.003,305589,0.000782013,207.76,305589,0.000728369,198.56
305789,0.000803471,205.937,305789,0.0007689,200.554,305789,0.000770092,209.568,305789,0.000704527,199.951,305789,0.000671148,192.967,305789,0.000658035,197.456,305789,0.000780821,191.485,305789,0.000765324,202.895,305789,0.000727177,200.919,305789,0.000653267,192.156,305789,0.000728369,197.073,305789,0.000662804,204.411,305789,0.000782013,198.522,305789,0.000762939,205.742,305789,0.000772476,191.884,305789,0.000741482,194.29,305789,0.000721216,197.631
305989,0.000752211,192.858,305989,0.000745058,207.284,305989,0.000715256,191.485,305989,0.000752211,198.324,305989,0.000697374,208.077,305989,0.000799894,199.088,305989,0.000708103,197.492,305989,0.000730753,200.104,305989,0.000770092,187.988,305989,0.000783205,204.824,305989,0.000759363,201.41,305989,0.000693798,201.723,305989,0.000710487,200.792,305989,0.000718832,206.543,305989,0.000804663,201.78,305989,0.000687838,196.458,305989,0.000758171,189.826
306190,0.000807047,205.979,306190,0.000778437,201.42,306190,0.000627041,206.635,306190,0.000711679,199.111,306190,0.000636578,197.935,306190,0.000708103,204.855,306190,0.000771284,199.846,306190,0.000855923,193.401,306190,0.000661612,209.918,306190,0.000762939,197.218,306190,0.000844002,200.543,306190,0.000680685,194.851,306190,0.000705719,202.679,306190,0.000721216,204.076,306190,0.000709295,201.347,306190,0.000702143,200.818,306190,0.000765324,204.543
306390,0.000798702,199.497,306390,0.000737906,196.039,306390,0.000759363,197.099,306390,0.000725985,196.442,306390,0.000690222,199.542,306390,0.000761747,203.805,306390,0.000817776,198.517,306390,0.000700951,198.565,306390,0.000823736,201.781,306390,0.000699759,199.682,306390,0.000640154,199.528,306390,0.000669956,200.256,306390,0.000829697,201.075,306390,0.000766516,212.419,306390,0.000805855,197.092,306390,0.000822544,205.02,306390,0.000730753,190.77
306590,0.00079155,205.773,306590,0.000711679,198.228,306590,0.000809431,202.3,306590,0.000685453,203.675,306590,0.000787973,194.84,306590,0.000789165,198.631,306590,0.000691414,202.902,306590,0.000675917,199.5,306590,0.000635386,197.081,306590,0.000705719,192.432,306590,0.000784397,195.816,306590,0.000681877,204.521,306590,0.000771284,207.938,306590,0.000673532,198.925,306590,0.000683069,195.747,306590,0.000712872,200.329,306590,0.00074625,204.203
306791,0.000685453,201.666,306791,0.000736713,203.63,306791,0.000755787,203.666,306791,0.000742674,206.462,306791,0.000773668,198.831,306791,0.000755787,202.201,306791,0.000720024,204.714,306791,0.000736713,206.503,306791,0.000783205,193.051,306791,0.000722408,193.702,306791,0.000737906,201.261,306791,0.000772476,199.505,306791,0.000815392,198.012,306791,0.000733137,194.158,306791,0.000722408,196.133,306791,0.0007236,204.509,306791,0.000782013,201.764
306991,0.000696182,202.089,306991,0.00071764,205.047,306991,0.000729561,199.213,306991,0.000784397,199.766,306991,0.000804663,197.361,306991,0.000747442,207.857,306991,0.000727177,200.201,306991,0.000782013,204.273,306991,0.00084281,204.259,306991,0.000816584,197.721,306991,0.000783205,203.259,306991,0.000753403,199.073,306991,0.000665188,200.302,306991,0.000767708,202.427,306991,0.000804663,196.309,306991,0.000618696,197.081,306991,0.000771284,195.826
307191,0.00079751,200.423,307191,0.000754595,204.311,307191,0.000680685,199.27,307191,0.000752211,203.692,307191,0.0007236,200.81,307191,0.000702143,199.8,307191,0.000818968,202.607,307191,0.000708103,198.075,307191,0.000743866,202.754,307191,0.000650883,203.852,307191,0.000754595,198.267,307191,0.000730753,196.722,307191,0.000745058,203.371,307191,0.000706911,190.341,307191,0.000778437,203.317,307191,0.000650883,198.744,307191,0.000734329,200.27
307392,0.000764132,196.539,307392,0.00082612,204.729,307392,0.000756979,201.796,307392,0.00079155,196.03,307392,0.000735521,199.943,307392,0.000725985,204.258,307392,0.000698566,192.558,307392,0.000749826,198.96,307392,0.000718832,199.918,307392,0.000813007,208.619,307392,0.000680685,200.992,307392,0.000715256,201.048,307392,0.000807047,198.465,307392,0.000714064,205.986,307392,0.000702143,198.966,307392,0.000680685,203.837,307392,0.000754595,203.046
307592,0.000792742,197.48,307592,0.000760555,197.755,307592,0.000714064,202.206,307592,0.000780821,202.89,307592,0.000773668,195.414,307592,0.000708103,196.76,307592,0.00092268,191.902,307592,0.000810623,198.117,307592,0.000739098,214.417,307592,0.000780821,201.715,307592,0.00074029,200.609,307592,0.000747442,206.586,307592,0.000731945,203.239,307592,0.000747442,204.166,307592,0.000771284,210.953,307592,0.000609159,206.937,307592,0.000685453,202.074
307792,0.000765324,200.596,307792,0.000745058,206.997,307792,0.000658035,208.167,307792,0.000674725,200.08,307792,0.000823736,197.832,307792,0.000690222,203.345,307792,0.00079751,201.924,307792,0.000706911,197.706,307792,0.000747442,197.309,307792,0.000709295,200.396,307792,0.000741482,197.534,307792,0.000722408,191.372,307792,0.000780821,199.411,307792,0.000734329,201.692,307792,0.000699759,203.382,307792,0.000832081,207.543,307792,0.00079155,193.708
307993,0.000752211,197.721,307993,0.000745058,205.764,307993,0.000693798,200.474,307993,0.000817776,207.185,307993,0.000625849,196.437,307993,0.000755787,198.038,307993,0.000765324,201.863,307993,0.000857115,191.591,307993,0.000748634,198.787,307993,0.00066638,198.703,307993,0.000691414,211.32,307993,0.000721216,208.836,307993,0.000822544,194.362,307993,0.000698566,195.186,307993,0.000807047,201.986,307993,0.000767708,196.327,307993,0.000725985,197.843
308193,0.000753403,198.008,308193,0.00079155,198.548,308193,0.000829697,204.96,308193,0.000715256,197.896,308193,0.000832081,194.04,308193,0.000764132,195.777,308193,0.000669956,188.665,308193,0.000715256,201.138,308193,0.000741482,198.031,308193,0.000762939,209.189,308193,0.000710487,198.838,308193,0.0007236,197.393,308193,0.000697374,196.208,308193,0.000714064,202.76,308193,0.000803471,201.543,308193,0.000631809,199.439,308193,0.00079155,200.574
308393,0.000741482,205.181,308393,0.000828505,201.135,308393,0.000764132,207.467,308393,0.000687838,197.087,308393,0.000767708,199.372,308393,0.000811815,204.734,308393,0.0007689,203.237,308393,0.000760555,201.461,308393,0.000765324,203.743,308393,0.000711679,195.793,308393,0.00082016,205.989,308393,0.000808239,200.663,308393,0.000792742,203.566,308393,0.000756979,198.869,308393,0.000679493,201.983,308393,0.000796318,207.316,308393,0.000696182,200.59
308594,0.000860691,201.159,308594,0.000805855,206.169,308594,0.000715256,197.622,308594,0.000762939,205.019,308594,0.000686646,197.432,308594,0.000762939,204.134,308594,0.000655651,193.294,308594,0.00079155,197.918,308594,0.000795126,202.805,308594,0.0007689,205.988,308594,0.000764132,196.367,308594,0.000841618,196.66,308594,0.000665188,207.507,308594,0.000687838,200.018,308594,0.000669956,209.739,308594,0.000771284,207.698,308594,0.000691414,194.311
308794,0.000721216,191.483,308794,0.000667572,203.876,308794,0.000755787,190.594,308794,0.000776052,197.293,308794,0.000760555,203.036,308794,0.000749826,205.196,308794,0.000706911,198.932,308794,0.000759363,210.983,308794,0.000803471,211.582,308794,0.00082612,197.073,308794,0.000737906,200.174,308794,0.000771284,201.366,308794,0.000880957,201.738,308794,0.000773668,204.725,308794,0.00071764,203.98,308794,0.000809431,196.005,308794,0.000863075,204.704
308994,0.000718832,198.501,308994,0.00069499,194.453,308994,0.000773668,207.694,308994,0.000770092,205.192,308994,0.000730753,205.285,308994,0.000696182,208.082,308994,0.000693798,197.349,308994,0.000758171,199.813,308994,0.000734329,203.079,308994,0.000752211,205.648,308994,0.000716448,196.384,308994,0.000773668,202.504,308994,0.000780821,203.801,308994,0.000767708,199.486,308994,0.000762939,199.177,308994,0.000648499,189.479,308994,0.000770092,199.396
309195,0.000734329,196.552,309195,0.000737906,205.008,309195,0.000622272,200.814,309195,0.000698566,196.087,309195,0.000686646,196.486,309195,0.000804663,199.975,309195,0.000778437,210.322,309195,0.000830889,208.429,309195,0.00082612,198.726,309195,0.000829697,201.075,309195,0.000745058,205.969,309195,0.000793934,200.978,309195,0.000623465,200.917,309195,0.000823736,203.267,309195,0.000771284,205.712,309195,0.000796318,205.701,309195,0.00077486,200.088
309395,0.000782013,196.944,309395,0.000674725,203.588,309395,0.0007236,201.796,309395,0.000748634,208.1,309395,0.000814199,201.796,309395,0.000736713,204.292,309395,0.000755787,198.239,309395,0.000724792,202.729,309395,0.000760555,195.11,309395,0.000829697,202.963,309395,0.000777245,198.858,309395,0.000739098,210.064,309395,0.000711679,192.608,309395,0.000730753,197.789,309395,0.000749826,196.878,309395,0.000932217,206.356,309395,0.000882149,189.608
309595,0.000759363,199.411,309595,0.000772476,207.657,309595,0.000680685,207.845,309595,0.000728369,197.073,309595,0.000704527,199.643,309595,0.000748634,200.179,309595,0.00074029,201.659,309595,0.000752211,196.598,309595,0.00079155,201.619,309595,0.000711679,200.634,309595,0.000847578,198.999,309595,0.000821352,196.724,309595,0.000712872,200.904,309595,0.000747442,196.817,309595,0.000832081,197.369,309595,0.000832081,200.495,309595,0.000698566,199.465
309796,0.000710487,200.668,309796,0.000709295,202.694,309796,0.000720024,200.187,309796,0.000851154,194.544,309796,0.000902414,199.565,309796,0.00069499,193.121,309796,0.000661612,209.085,309796,0.000735521,203.838,309796,0.000752211,200.458,309796,0.000749826,199.538,309796,0.000766516,200.051,309796,0.000741482,201.659,309796,0.000772476,197.008,309796,0.000764132,199.829,309796,0.000870228,206.48,309796,0.000809431,195.738,309796,0.000727177,198.173
309996,0.000773668,195.948,309996,0.000811815,201.028,309996,0.000704527,210.583,309996,0.000795126,201.989,309996,0.000778437,200.667,309996,0.000703335,199.151,309996,0.000779629,205.407,309996,0.000731945,202.231,309996,0.000685453,199.676,309996,0.000731945,202.98,309996,0.000773668,196.227,309996,0.000796318,206.548,309996,0.000759363,201.897,309996,0.000725985,201.726,309996,0.00079155,197.289,309996,0.000754595,202.557,309996,0.000756979,198.21
310196,0.00079751,204.817,310196,0.000741482,208.691,310196,0.000770092,198.073,310196,0.000869036,193.03,310196,0.000770092,193.656,310196,0.000724792,203.115,310196,0.000703335,205.107,310196,0.000737906,205.922,310196,0.000743866,207.039,310196,0.000792742,194.313,310196,0.000808239,198.063,310196,0.00079155,199.123,310196,0.000725985,200.234,310196,0.000684261,193.324,310196,0.000687838,199.737,310196,0.000780821,203.524,310196,0.000785589,188.185
310396,0.000686646,208.998,310396,0.00079751,196.997,310396,0.000808239,203.09,310396,0.00079155,210.495,310396,0.000803471,204.031,310396,0.000725985,206.206,310396,0.000698566,201.176,310396,0.000742674,197.215,310396,0.000729561,194.703,310396,0.000782013,194.614,310396,0.000761747,197.529,310396,0.000739098,201.607,310396,0.000804663,197.98,310396,0.0007236,192.882,310396,0.000845194,204.374,310396,0.000761747,191.962,310396,0.00082612,195.684
